date,weekday,daytime,season,weather_conditions,light_conditions,road_surface_conditions,road_type,speed_limit,number_of_vehicles,urban_or_rural_area,IMD_Decile,IncScore,EmpScore,HDDScore,EduScore,CriScore,EnvScore,severity_numeric,severity_binary
2019-11-19,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.108,0.062,-0.334,7.935,0.094,47.358,4,Not Severe
2019-12-18,Wed,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,6,0.108,0.062,-0.334,7.935,0.094,47.358,6,Severe
2019-10-05,Sat,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,3,Not Severe
2019-10-03,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,5,Not Severe
2019-07-09,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,3,Not Severe
2019-07-06,Sat,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,4,Not Severe
2019-05-24,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,3,0.21,0.107,-0.585,15.352,0.631,39.103,4,Not Severe
2019-09-06,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.098,0.062,-0.294,9.45,0.621,33.058,3,Not Severe
2019-07-10,Wed,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,1,Urban,3,0.21,0.107,-0.585,15.352,0.631,39.103,5,Not Severe
2019-05-22,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,5,Not Severe
2019-05-12,Sun,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.222,0.109,0.587,15.032,1.084,34.293,4,Not Severe
2019-09-12,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.098,0.062,-0.294,9.45,0.621,33.058,4,Not Severe
2019-10-18,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,One way street,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,5,Not Severe
2019-09-18,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,3,Urban,6,0.086,0.061,-0.668,9.478,0.254,34.693,3,Not Severe
2019-09-23,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.258,0.152,0.712,24.416,-0.217,26.525,4,Not Severe
2019-10-27,Sun,night (23-7),Autumn,Fine no high winds,Darkness - lights lit,Wet or damp,Roundabout,30,2,Urban,3,0.21,0.107,-0.585,15.352,0.631,39.103,4,Not Severe
2019-07-11,Thu,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,One way street,30,1,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,4,Not Severe
2019-06-13,Thu,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,3,Not Severe
2019-07-10,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.179,0.123,0.246,16.049,-0.035,20.089,4,Not Severe
2019-10-03,Thu,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,4,Not Severe
2019-10-15,Tue,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,4,Not Severe
2019-11-13,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,3,Not Severe
2019-04-15,Mon,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,4,Not Severe
2019-02-22,Fri,evening (19-23),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,4,Not Severe
2019-09-28,Sat,evening (19-23),Autumn,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,6,0.124,0.081,-0.642,15.75,0.014,19.608,7,Severe
2019-12-04,Wed,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.102,0.052,-0.934,2.971,0.254,42.501,4,Not Severe
2019-02-05,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,2,0.268,0.178,0.326,14.182,1.365,34.845,4,Not Severe
2019-10-18,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,8,0.054,0.031,-0.973,6.408,-0.1,33.738,4,Not Severe
2019-08-21,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.054,0.031,-0.973,6.408,-0.1,33.738,5,Not Severe
2019-07-17,Wed,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.054,0.031,-0.973,6.408,-0.1,33.738,3,Not Severe
2019-06-01,Sat,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,8,0.054,0.031,-0.973,6.408,-0.1,33.738,4,Not Severe
2019-04-12,Fri,night (23-7),Spring,Fine no high winds,Darkness - lights unlit,Dry,Single carriageway,30,2,Urban,5,0.117,0.082,-0.463,14.066,-0.09,21.95,4,Not Severe
2019-04-23,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.06,0.05,-0.703,5.726,0.647,39.142,2,Not Severe
2019-05-15,Wed,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.06,0.05,-0.703,5.726,0.647,39.142,5,Not Severe
2019-08-17,Sat,evening (19-23),Summer,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,1,Urban,7,0.06,0.05,-0.703,5.726,0.647,39.142,5,Not Severe
2019-10-16,Wed,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,8,0.054,0.031,-0.973,6.408,-0.1,33.738,5,Not Severe
2019-07-19,Fri,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.268,0.178,0.326,14.182,1.365,34.845,3,Not Severe
2019-09-10,Tue,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.268,0.178,0.326,14.182,1.365,34.845,5,Not Severe
2019-10-18,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,1,0.317,0.23,0.846,20.506,1.048,32.225,4,Not Severe
2019-09-14,Sat,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,1,0.317,0.23,0.846,20.506,1.048,32.225,5,Not Severe
2019-12-18,Wed,evening (19-23),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,3,0.179,0.123,0.246,16.049,-0.035,20.089,6,Severe
2019-05-22,Wed,evening (19-23),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,5,Not Severe
2019-03-26,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,3,0.121,0.062,0.21,6.227,0.097,67.78,4,Not Severe
2019-03-05,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.121,0.062,0.21,6.227,0.097,67.78,5,Not Severe
2019-01-28,Mon,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,3,0.121,0.062,0.21,6.227,0.097,67.78,3,Not Severe
2019-03-11,Mon,office hours (10-16),Spring,Fine + high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.123,0.098,0.321,8.21,0.291,53.15,4,Not Severe
2019-04-09,Tue,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.123,0.098,0.321,8.21,0.291,53.15,4,Not Severe
2019-09-06,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,4,0.123,0.098,0.321,8.21,0.291,53.15,4,Not Severe
2019-08-28,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,7,0.091,0.07,-0.053,2.092,-0.877,30.233,3,Not Severe
2019-01-19,Sat,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.035,0.045,-1.378,0.138,-0.239,32.309,5,Not Severe
2019-04-17,Wed,evening (19-23),Spring,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,5,0.146,0.084,-0.169,6.7,-0.666,32.095,4,Not Severe
2019-02-05,Tue,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,6,Severe
2019-03-21,Thu,night (23-7),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,5,Not Severe
2019-05-10,Fri,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,4,Not Severe
2019-07-11,Thu,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,3,Not Severe
2019-08-28,Wed,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,4,Not Severe
2019-10-01,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Roundabout,20,2,Urban,2,0.19,0.107,-0.067,12.991,1.977,48.747,3,Not Severe
2019-12-03,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,One way street,30,2,Urban,4,0.146,0.08,-0.314,25.564,0.261,33.505,4,Not Severe
2019-06-15,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.087,0.047,-0.05,3.94,-0.475,43.891,3,Not Severe
2019-06-03,Mon,evening (19-23),Summer,Fine no high winds,Daylight,Dry,One way street,20,2,Urban,6,0.087,0.047,-0.05,3.94,-0.475,43.891,4,Not Severe
2019-09-02,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,4,Not Severe
2019-09-12,Thu,night (23-7),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,7,Severe
2019-12-30,Mon,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,5,Not Severe
2019-10-19,Sat,evening (19-23),Autumn,Fine no high winds,Darkness - lights lit,Dry,Roundabout,30,2,Rural,2,0.25,0.171,0.752,21.591,1.834,33.904,4,Not Severe
2019-09-30,Mon,evening (19-23),Autumn,Raining no high winds,Darkness - lights unlit,Wet or damp,Roundabout,30,2,Urban,2,0.25,0.171,0.752,21.591,1.834,33.904,4,Not Severe
2019-03-22,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Rural,2,0.25,0.171,0.752,21.591,1.834,33.904,4,Not Severe
2019-02-19,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Roundabout,30,2,Rural,2,0.25,0.171,0.752,21.591,1.834,33.904,5,Not Severe
2019-09-18,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.112,0.072,-0.835,3.225,-0.369,27.757,3,Not Severe
2019-08-03,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,3,Not Severe
2019-11-25,Mon,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,6,0.112,0.072,-0.835,3.225,-0.369,27.757,2,Not Severe
2019-05-05,Sun,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,7,0.062,0.045,-1.334,4.003,0.855,34.118,4,Not Severe
2019-04-29,Mon,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,30,2,Urban,3,0.204,0.1,0.27,9.807,1.071,39.486,5,Not Severe
2019-08-04,Sun,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,4,0.123,0.064,-0.557,19.776,0.246,33.224,3,Not Severe
2019-11-13,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,3,0.204,0.1,0.27,9.807,1.071,39.486,2,Not Severe
2019-04-11,Thu,evening (19-23),Spring,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,6,0.074,0.051,-0.436,4.271,0.668,46.141,4,Not Severe
2019-06-19,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,40,2,Urban,9,0.026,0.02,-2.124,2.994,0.098,36.628,5,Not Severe
2019-07-08,Mon,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.026,0.02,-2.124,2.994,0.098,36.628,4,Not Severe
2019-03-14,Thu,morning rush (7-10),Spring,Raining no high winds,Daylight,Wet or damp,Dual carriageway,30,2,Urban,4,0.123,0.064,-0.557,19.776,0.246,33.224,6,Severe
2019-06-08,Sat,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.062,0.045,-1.334,4.003,0.855,34.118,4,Not Severe
2019-06-28,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,5,Not Severe
2019-06-15,Sat,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,4,Not Severe
2019-08-30,Fri,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.176,0.075,-0.039,27.292,0.578,35.412,5,Not Severe
2019-09-01,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.176,0.075,-0.039,27.292,0.578,35.412,4,Not Severe
2019-06-02,Sun,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Rural,8,0.051,0.032,-0.643,19.328,-0.541,13.749,4,Not Severe
2019-04-20,Sat,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.156,0.103,-0.098,26.349,0.728,24.443,4,Not Severe
2019-11-29,Fri,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.156,0.103,-0.098,26.349,0.728,24.443,5,Not Severe
2019-02-14,Thu,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,5,Not Severe
2019-10-02,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.148,0.099,-0.389,16.692,0.599,28.592,5,Not Severe
2019-05-14,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.255,0.148,0.402,14.395,0.514,37.872,3,Not Severe
2019-01-10,Thu,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,9,0.067,0.048,-1.237,0.962,-0.517,30.421,4,Not Severe
2019-04-18,Thu,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.067,0.048,-1.237,0.962,-0.517,30.421,4,Not Severe
2019-11-27,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,9,0.067,0.048,-1.237,0.962,-0.517,30.421,4,Not Severe
2019-09-19,Thu,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,4,Not Severe
2019-08-02,Fri,night (23-7),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2019-07-23,Tue,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,20,1,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2019-03-19,Tue,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Dual carriageway,20,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2019-03-14,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,20,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,4,Not Severe
2019-03-06,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.155,0.089,0.647,12.752,1.56,58.94,5,Not Severe
2019-04-23,Tue,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,6,0.073,0.048,-0.511,7.353,0.728,40.935,4,Not Severe
2019-01-01,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights lit,Dry,Single carriageway,20,2,Urban,4,0.123,0.064,-0.557,19.776,0.246,33.224,4,Not Severe
2019-11-12,Tue,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.091,0.056,-0.091,5.35,0.714,35.14,3,Not Severe
2019-09-26,Thu,morning rush (7-10),Autumn,Raining no high winds,Daylight,Wet or damp,Dual carriageway,30,2,Urban,9,0.026,0.02,-2.124,2.994,0.098,36.628,7,Severe
2019-05-12,Sun,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,30,2,Urban,1,0.302,0.169,0.136,35.944,1.653,39.115,5,Not Severe
2019-07-25,Thu,office hours (10-16),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,1,0.302,0.169,0.136,35.944,1.653,39.115,3,Not Severe
2019-11-03,Sun,office hours (10-16),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Rural,7,0.057,0.057,-1.095,6.1,0.48,20.81,3,Not Severe
2019-12-09,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,4,Not Severe
2019-12-01,Sun,office hours (10-16),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,20,2,Rural,7,0.057,0.057,-1.095,6.1,0.48,20.81,5,Not Severe
2019-10-25,Fri,afternoon rush (16-19),Autumn,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,4,Not Severe
2019-10-01,Tue,office hours (10-16),Autumn,Raining no high winds,Daylight,Wet or damp,Single carriageway,20,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,6,Severe
2019-12-05,Thu,afternoon rush (16-19),Winter,Raining no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,1,0.312,0.186,0.353,37.857,1.063,38.425,6,Severe
2019-07-23,Tue,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,4,Not Severe
2019-05-23,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,One way street,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,4,Not Severe
2019-04-12,Fri,office hours (10-16),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,6,Severe
2019-04-10,Wed,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Roundabout,20,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,3,Not Severe
2019-07-02,Tue,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,7,0.098,0.055,-0.66,8.412,-0.325,27.839,6,Severe
2019-01-15,Tue,office hours (10-16),Winter,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,6,0.087,0.047,-0.05,3.94,-0.475,43.891,2,Not Severe
2019-04-24,Wed,afternoon rush (16-19),Spring,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,6,0.087,0.047,-0.05,3.94,-0.475,43.891,4,Not Severe
2019-07-22,Mon,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,9,0.03,0.028,-2.131,5.66,-0.518,44.092,3,Not Severe
2019-06-04,Tue,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,30,2,Urban,4,0.111,0.089,-0.676,1.869,0.425,48.847,3,Not Severe
2019-03-12,Tue,afternoon rush (16-19),Spring,Fine no high winds,Darkness - lights lit,Wet or damp,Single carriageway,30,2,Urban,10,0.054,0.039,-0.957,0.86,-0.748,20.363,4,Not Severe
2019-11-13,Wed,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,50,2,Urban,2,0.224,0.136,0.551,22.721,0.58,35.137,4,Not Severe
2019-10-04,Fri,morning rush (7-10),Autumn,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,2,0.224,0.136,0.551,22.721,0.58,35.137,4,Not Severe
2019-08-21,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,2,0.224,0.136,0.551,22.721,0.58,35.137,6,Severe
2019-03-21,Thu,morning rush (7-10),Spring,Fine no high winds,Daylight,Dry,Single carriageway,20,2,Urban,2,0.224,0.136,0.551,22.721,0.58,35.137,4,Not Severe
2019-07-03,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,3,0.169,0.106,-0.182,11.695,1.335,39.175,4,Not Severe
2019-07-13,Sat,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,1,Urban,3,0.169,0.106,-0.182,11.695,1.335,39.175,3,Not Severe
2019-08-07,Wed,morning rush (7-10),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,5,0.078,0.06,-0.591,4.095,1.465,38.327,6,Severe
2019-01-29,Tue,evening (19-23),Winter,Raining no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,4,0.156,0.105,0.035,8.327,0.817,36.712,6,Severe
2019-02-04,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Wet or damp,Single carriageway,30,2,Urban,4,0.156,0.105,0.035,8.327,0.817,36.712,4,Not Severe
2019-07-28,Sun,evening (19-23),Summer,Fine no high winds,Daylight,Dry,Dual carriageway,40,2,Urban,4,0.149,0.081,-0.036,8.379,0.435,32.64,4,Not Severe
2019-02-11,Mon,morning rush (7-10),Winter,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.156,0.105,0.035,8.327,0.817,36.712,5,Not Severe
2019-07-07,Sun,afternoon rush (16-19),Summer,Fine no high winds,Daylight,Dry,Single carriageway,30,2,Urban,4,0.156,0.105,0.035,8.327,0.817,36.712,6,Severe
2019-01-15,Tue,afternoon rush (16-19),Winter,Fine no high winds,Darkness - lights unlit,Dry,Single carriageway,30,1,Urban,4,0.183,0.104,0.25,12.646,0.54,31.979,6,Severe
